area,area_code,year,obesity,employment_rate,no_adults_in_employment,white,air_emission,median_income,house_price
Newham 028,E02000742,2011,26.95035461,52.88266716,10.2,32.4547158,110.9135334,25.535,195
Newham 029,E02000743,2011,27.08933718,49.77192982,10.3,38.0371218,111.289887,25.06,203
Newham 030,E02000744,2011,31.59609121,53.5925026,10.5,44.5510026,121.9352102,21.991,168.5
Newham 031,E02000745,2011,30.47945205,57.93205805,7.7,42.4517872,115.1104229,23.901,167.5
Newham 032,E02000746,2011,23.48993289,50.97969991,8.5,42.1836901,95.79201542,27.662,218.5
Newham 033,E02000747,2011,22.42152466,60.51660517,6.5,46.2239339,107.0757204,29.254,250
Newham 034,E02000748,2011,25.0755287,57.70139635,7.7,53.5096154,98.17497487,31.483,219
Newham 035,E02000749,2011,20.41884817,52.78829604,10.6,46.5843823,100.8441464,31.588,190
Newham 036,E02000750,2011,28.78338279,65.97239041,7.3,45.9125386,94.96760611,23.579,180
Newham 037,E02000751,2011,31.35313531,67.56792754,1.2,78.8620226,88.09821742,38.977,242
Redbridge 001,E02000752,2011,12.31527094,56.92340067,8.1,70.7410125,79.39155876,56.235,398.5
Redbridge 002,E02000753,2011,29.88929889,59.96712843,7.5,69.582926,81.77550203,24.579,205
Redbridge 003,E02000754,2011,21.99170124,66.16257089,4.7,71.2111801,87.79681711,27.84,217
Redbridge 004,E02000755,2011,16.36363636,65.28861154,4.4,72.7098505,96.59701352,36.759,293.25
Redbridge 005,E02000756,2011,20.13422819,63.85113269,5.4,65.0593824,84.62255788,32.866,250
Redbridge 006,E02000757,2011,26.47058824,73.12866506,2.2,73.4716916,103.1701699,32.923,249.995
Redbridge 007,E02000758,2011,15.60283688,58.58585859,5.5,48.8997144,87.97082969,47.725,270
Redbridge 008,E02000759,2011,27.23214286,67.22488038,4.4,62.8030555,109.3753541,31.201,266.875
Redbridge 009,E02000760,2011,21.28146453,59.70551638,6.9,53.715682,88.18300917,38.454,302
Redbridge 010,E02000761,2011,25.51724138,60.49697356,3.2,28.9932785,92.17502008,29.907,270
Redbridge 012,E02000762,2011,25.5,59.55866288,2.5,37.5198728,93.78330396,40.869,282.5
Redbridge 013,E02000763,2011,21.24542125,61.00346726,5.5,39.7950346,82.45611307,31.475,244.5
Redbridge 014,E02000764,2011,13.79310345,70.91444092,1.8,69.8019385,97.96527671,48.028,262.5
Redbridge 015,E02000765,2011,17.93721973,59.98219452,4.4,34.0085457,95.32094043,35.88,282.5
Redbridge 017,E02000766,2011,21.62162162,60.49697356,3.2,28.9932785,98.0809917,33.318,270
Redbridge 018,E02000767,2011,22.58064516,60.43138713,4.8,37.6969538,92.60947007,52.445,417.5
Redbridge 019,E02000768,2011,27.38738739,68.66859624,2.1,69.6819788,104.2415481,30.912,230
Redbridge 020,E02000769,2011,19.61852861,62.23613776,7.7,43.1016343,88.62779597,29.862,250
Redbridge 022,E02000770,2011,25.30487805,56.72149745,6.1,24.8743719,92.42288858,29.724,269
Redbridge 023,E02000771,2011,24.7113164,55.75032065,4.9,24.600939,95.49909049,30.462,258.75
Redbridge 024,E02000772,2011,27,55.40807175,8.2,26.818525,89.19683993,26.991,245
Redbridge 026,E02000773,2011,23.30508475,56.23659209,7.7,21.0154381,95.45118111,30.601,255
Redbridge 027,E02000774,2011,15.95744681,51.281078,8.3,19.3405375,89.0549091,44.558,395
Redbridge 029,E02000775,2011,25.92592593,55.75032065,4.9,24.600939,109.5035448,27.61,212
Redbridge 030,E02000776,2011,20.87542088,55.01850642,5.7,23.7602009,92.17965983,24.774,224.995
Redbridge 031,E02000777,2011,23.11827957,66.13499769,2.9,70.236274,92.55833062,30.472,260
Redbridge 032,E02000778,2011,26.89295039,54.47548761,8.2,24.7685362,90.94792784,22.918,215
Redbridge 033,E02000779,2011,24.30769231,53.31783223,8.8,21.2746742,104.5267992,22.915,223.498
Redbridge 034,E02000780,2011,22.49488753,49.68835216,10.8,15.7575344,97.28901825,28.055,233
Redbridge 035,E02000781,2011,18.65671642,56.18987871,6.2,26.7115272,90.24497826,34.608,325
Redbridge 036,E02000782,2011,23.14487633,46.38573232,14.3,15.835935,113.7036317,42.329,326.75
Richmond upon Thames 001,E02000783,2011,14.65517241,46.25393494,16.4,17.4638181,94.45455158,51.92,867.5
Richmond upon Thames 002,E02000784,2011,7.142857143,66.69783596,3.1,85.7170599,100.2772081,56.997,600
Richmond upon Thames 003,E02000785,2011,11.33004926,71.14695341,1.4,87.8700361,93.16293686,43.966,545
Richmond upon Thames 004,E02000786,2011,14.4486692,71.93858901,2.9,88.3139482,102.011328,40.44,470
Richmond upon Thames 005,E02000787,2011,9.302325581,72.20973783,3.3,81.0549777,99.29250607,51.16,617.5
Richmond upon Thames 006,E02000788,2011,13.40206186,73.72867846,2,89.6456512,99.43285592,49.14,459
Richmond upon Thames 007,E02000789,2011,8.148148148,71.50247898,1.6,85.7165913,92.26034134,55.328,495
Richmond upon Thames 008,E02000790,2011,,76.70567454,1.9,89.9402551,97.32260377,57.282,539
Richmond upon Thames 009,E02000791,2011,,70.34811438,1.4,87.5183314,101.2851338,51.048,499.95
Richmond upon Thames 010,E02000792,2011,14.9122807,74.01725791,1.3,90.0844184,92.79117303,34.724,302
Richmond upon Thames 011,E02000793,2011,10.58823529,66.74001354,2.8,77.1115489,91.82595387,42.88,384
Richmond upon Thames 012,E02000794,2011,9.154929577,72.11163554,1.7,85.0052958,96.66419296,59.087,830
Richmond upon Thames 013,E02000795,2011,18.88544892,63.43395419,2.3,88.5184111,88.15818019,31.272,300
Richmond upon Thames 014,E02000796,2011,14.16666667,62.52168112,5.4,69.5626879,91.76885105,44.752,375.5
Richmond upon Thames 015,E02000797,2011,10.8033241,76.95376247,1.4,89.9125949,94.69221,38.433,340
Richmond upon Thames 016,E02000798,2011,5.714285714,71.97593828,2.5,84.0045593,90.22614466,51.201,450
Richmond upon Thames 017,E02000799,2011,13.5483871,61.54157394,1.6,89.9922058,90.23495816,33.176,362.5
Richmond upon Thames 018,E02000800,2011,9.554140127,65.8674569,5,83.0439815,86.30781438,45.613,399.475
Richmond upon Thames 019,E02000801,2011,7.103825137,72.16411907,1.3,91.4497579,90.4281015,41.498,401
Richmond upon Thames 020,E02000802,2011,19.74248927,71.7705324,1.7,89.7287683,89.43602495,33.33,286.25
Richmond upon Thames 021,E02000803,2011,6.25,66.12620508,4.1,83.7115159,86.11753442,43.934,395
Richmond upon Thames 022,E02000804,2011,10.14492754,72.30001918,1.3,90.6839291,84.76888083,41.224,387.5
Richmond upon Thames 023,E02000805,2011,14.58333333,66.03849778,3,88.5823305,86.92843752,40.455,390
Southwark 001,E02000806,2011,19.62616822,69.64236589,2.6,88.6930396,84.49178283,50.947,358
Southwark 002,E02000807,2011,17.75700935,73.26898867,3.1,67.8335138,103.1897579,42.017,475
Southwark 003,E02000808,2011,25.98425197,64.05675915,3.4,64.1067897,129.6357001,55.898,460
Southwark 004,E02000809,2011,27.52293578,77.67379679,2.4,70.6088293,119.7295338,28.25,275
Southwark 006,E02000810,2011,22.32142857,62.60492445,7.2,61.351706,113.4530036,29.516,307.5
Southwark 007,E02000811,2011,30.3030303,49.66340269,4.7,56.9124724,138.2967255,27.19,260
Southwark 008,E02000812,2011,26.8907563,58.57825568,5.7,52.0019436,121.4333032,46.013,305.5
Southwark 009,E02000813,2011,22.64150943,60.00305204,7.9,58.4914445,110.1615925,32.418,250
Southwark 010,E02000814,2011,25.85365854,72.18024825,3.5,67.1405455,100.1666639,25.635,200.5
Southwark 011,E02000815,2011,33.72781065,57.11956522,4.8,49.669078,132.84122,21.717,185
Southwark 012,E02000816,2011,36.21621622,59.42008285,7.3,62.6340816,111.8699126,24.756,221
Southwark 013,E02000817,2011,33.33333333,54.14132942,9.4,58.7619341,106.3501268,24.055,218.25
Southwark 014,E02000818,2011,25.47169811,56.00401943,6.1,53.451022,124.5901657,28.269,311
Southwark 015,E02000819,2011,32.87671233,54.54545455,8.2,50.0180397,122.6606465,22.73,210
Southwark 016,E02000820,2011,28.99159664,61.3900751,6.8,55.4510173,119.7945581,22.644,198.5
Southwark 017,E02000821,2011,30.41474654,52.34463735,9.3,36.1674219,112.9511209,26.945,250
Southwark 018,E02000822,2011,28.96935933,56.07973422,9.2,40.4265812,111.9715312,22.101,197.475
Southwark 019,E02000823,2011,29.17933131,60.33797217,6.9,48.9072805,119.8801514,23.317,174
Southwark 020,E02000824,2011,28.51711027,51.66936314,11.5,29.8913043,108.6909592,26.308,302.5
Southwark 021,E02000825,2011,30.81570997,54.19140003,11.3,26.0234221,108.1015953,24.659,216
Southwark 022,E02000826,2011,33.58778626,57.93838863,6.7,42.8667867,109.7205548,23.8,194.25
Southwark 023,E02000827,2011,26.21722846,57.71829191,6.9,37.0788686,120.8276371,25.18,218
Southwark 024,E02000828,2011,23.77622378,54.36241611,9.3,32.2796135,117.0528131,40.12,310
Southwark 025,E02000829,2011,26.80412371,57.16600199,6.9,41.3995572,107.8111804,36.051,380
Southwark 026,E02000830,2011,27.03583062,66.44144144,3.8,60.9470124,110.7870719,26.73,255
Southwark 027,E02000831,2011,28.04232804,65.89595376,5.3,56.536575,106.8996405,30.121,265
Southwark 028,E02000832,2011,18.32061069,58.05661404,7.9,43.9959839,104.029711,46.739,352.5
Southwark 029,E02000833,2011,22.22222222,60.07231405,8,47.5177305,101.5517574,36.312,297.5
Southwark 030,E02000834,2011,14.28571429,73.91773432,2.7,70.203283,103.9406927,52.887,459.5
Southwark 031,E02000835,2011,12.70718232,65.25629077,6.8,61.3736871,96.71859868,70.356,717.5
Southwark 032,E02000836,2011,17.80821918,72.83950617,2.4,74.1140777,101.8089091,43.476,294.5
Southwark 033,E02000837,2011,29.22077922,72.32297745,2.3,81.2658228,102.9455718,44.337,291.625
Southwark 034,E02000838,2011,24.67532468,70.3661163,4.3,69.7930283,100.4642963,30.166,305
Sutton 001,E02000839,2011,23.05194805,64.97175141,5.8,63.8750622,97.00363698,23.501,186.5
Sutton 002,E02000840,2011,25.58139535,61.75548589,8.2,74.8011259,90.04498377,23.552,190
Sutton 003,E02000841,2011,21.51394422,62.3326343,8.5,72.7439514,91.70448016,31.834,250
Sutton 004,E02000842,2011,24.4047619,68.05162659,2.7,77.4719541,91.07098881,30.441,174
Sutton 005,E02000843,2011,25.78397213,71.85317816,4.4,79.6797865,87.86939062,28.121,215
Sutton 006,E02000844,2011,11.94029851,66.84425502,4.3,80.7815915,89.68177252,36.52,275
Sutton 007,E02000845,2011,19.17808219,71.97530864,3.2,80.0947333,85.52119475,32.767,245
Sutton 008,E02000846,2011,17.00404858,67.42574257,3.1,78.0660712,89.50399268,38.126,250
Sutton 009,E02000847,2011,16.12903226,68.29383142,2,83.075699,87.48477256,35.055,270
Sutton 010,E02000848,2011,16.51376147,70.70063694,2,82.2537711,88.50280405,32.09,219.5
Sutton 011,E02000849,2011,20.40816327,68.87237128,4,80.6546426,90.52983844,33.521,240
Sutton 012,E02000850,2011,22.42990654,69.7794899,2.5,76.4865651,87.93370384,27.609,166
Sutton 013,E02000851,2011,15.53398058,67.18196457,5.1,75.090036,91.44114027,34.717,235
Sutton 014,E02000852,2011,18.94273128,71.35499911,2.6,82.889427,87.61601175,32.03,222.5
Sutton 015,E02000853,2011,13.91752577,71.39773341,3.6,79.0964173,89.52129897,39.764,250
Sutton 016,E02000854,2011,14.28571429,71.04454685,2.3,87.3398113,88.97847784,46.181,352
Sutton 017,E02000855,2011,16.12903226,69.0001795,2,83.022987,88.00866475,35.799,188.5
Sutton 018,E02000856,2011,18.30985915,69.4629239,1.9,77.3483366,88.72804099,36.254,195
Sutton 019,E02000857,2011,25,72.18565401,2.5,73.8140417,87.14034353,23.845,211.75
Sutton 020,E02000858,2011,21.73913043,58.89196676,9.9,72.6303472,86.83565752,36.194,237.45
Sutton 021,E02000859,2011,19.87951807,66.05662983,3.4,81.5309247,87.60626997,30.415,189.5
Sutton 022,E02000860,2011,14.04494382,68.73239437,3.8,73.216636,84.80364855,55.178,420
Sutton 024,E02000861,2011,16.66666667,66.37562366,1.2,82.7531012,83.84991701,42.951,346
Sutton 025,E02000862,2011,13.48314607,67.07707877,1.1,76.8319226,82.65874215,55.649,416.25
Tower Hamlets 001,E02000863,2011,28.27868852,66.14549403,2.8,76.2996702,81.02799156,28.619,227.715
Tower Hamlets 002,E02000864,2011,26.93877551,54.79407456,9.6,55.1886224,110.8338513,29.97,275
Tower Hamlets 003,E02000865,2011,20.52401747,55.5157458,8.8,46.9436959,115.7194506,43.435,325
Tower Hamlets 004,E02000866,2011,22.61904762,62.27111053,5.6,65.4833368,106.7586909,37.341,250
Tower Hamlets 005,E02000867,2011,25.84269663,65.66616008,6.9,57.8936584,122.4260249,32.542,275
Tower Hamlets 006,E02000868,2011,25.36231884,60.09337068,6.8,54.4330519,114.7526512,33.513,345
Tower Hamlets 007,E02000869,2011,23.80952381,60.21409456,6.1,56.3014899,117.1054347,30.571,249.999
Tower Hamlets 008,E02000870,2011,25.78947368,58.75994289,8.4,54.0219237,113.6031126,26.919,240
Tower Hamlets 009,E02000871,2011,28.21782178,49.64736756,12.1,28.0176929,124.9816017,32.28,321.5
Tower Hamlets 010,E02000872,2011,21.68674699,61.67785235,7.6,48.9401413,115.0872201,28.954,250
Tower Hamlets 011,E02000873,2011,25.94142259,39.16957027,7.9,42.5226673,111.5538336,26.561,250
Tower Hamlets 012,E02000874,2011,24.70862471,46.68787425,10.3,33.7073923,114.7152142,27.168,230
Tower Hamlets 013,E02000875,2011,25.2688172,49.70033621,11.5,34.7563559,104.7743345,29.289,236
Tower Hamlets 014,E02000876,2011,31.08433735,52.31578947,7.1,37.6723035,114.1712053,27.236,277.5
Tower Hamlets 015,E02000877,2011,24.26778243,47.54398311,11,32.0310109,107.8506562,37.981,380
Tower Hamlets 016,E02000878,2011,23.2,54.56333141,4.8,45.2654093,128.3502143,28.325,315
Tower Hamlets 017,E02000879,2011,29.01554404,48.71885492,7.3,40.6733036,110.2446314,28.569,246.75
Tower Hamlets 018,E02000880,2011,25.27777778,50.80663486,7.3,36.4612188,114.1580588,25.871,200
Tower Hamlets 019,E02000881,2011,27.77777778,48.73203719,14.6,34.7662469,117.5226773,28.448,215
Tower Hamlets 020,E02000882,2011,23.78223496,48.73851295,10.9,29.5792655,107.2701246,24.709,237.5
Tower Hamlets 021,E02000883,2011,25.23364486,46.08041124,13,37.7232704,120.9609187,40.353,335
Tower Hamlets 022,E02000884,2011,26.07003891,62.00130804,5.6,41.9656615,140.0039065,25.521,238
Tower Hamlets 023,E02000885,2011,25.43352601,47.14456869,10.3,30.2973169,119.7465841,42.405,315
Tower Hamlets 024,E02000886,2011,27.04225352,65.0542262,5.6,49.4676495,125.0774352,26.79,230
Tower Hamlets 025,E02000887,2011,27.5,52.28384992,13,37.8060046,114.5877981,39.596,340
Tower Hamlets 026,E02000888,2011,19.20529801,61.15439657,7.1,39.9634814,128.4741076,47.227,325
Tower Hamlets 027,E02000889,2011,11.11111111,65.90059791,4.6,50.4987908,124.2254564,72.382,454.35
Tower Hamlets 028,E02000890,2011,25.63176895,78.26259421,1.6,76.013805,113.1692923,50.177,340
Tower Hamlets 030,E02000891,2011,27.16763006,68.45812428,5.9,45.2437293,118.140035,40.271,300
Tower Hamlets 031,E02000892,2011,26.31578947,68.64414709,5.3,48.4668263,105.8097558,58.097,304.5
Tower Hamlets 032,E02000893,2011,28.71794872,62.19721533,7.1,57.5998821,97.12652125,46.828,305
Tower Hamlets 033,E02000894,2011,17.72151899,70.59031044,4.1,57.344382,96.5003696,61.03,405
Waltham Forest 001,E02000895,2011,20.51282051,59.17480999,5.1,78.1426244,86.81568753,33.437,274.995
Waltham Forest 002,E02000896,2011,16.29955947,65.71649884,3.2,86.1016565,83.45922008,47.637,295
Waltham Forest 003,E02000897,2011,18.58736059,60.61457419,6.8,76.1049895,88.52044917,30.715,235
Waltham Forest 004,E02000898,2011,15.89147287,61.1259576,6.1,74.2580645,88.22826185,35.495,246.75
Waltham Forest 005,E02000899,2011,21.96261682,63.72464019,4.4,72.1969697,91.48778882,34.598,234
Waltham Forest 006,E02000900,2011,26.62337662,59.02765848,7,58.0613254,105.0465018,29.313,235
Waltham Forest 007,E02000901,2011,17.71428571,67.39953407,3.5,77.1102337,92.67171305,44.721,277
Waltham Forest 008,E02000902,2011,25.77319588,61.85197817,7,55.3395699,100.7372658,30.115,250
Waltham Forest 009,E02000903,2011,26.43391521,53.2388664,10.8,47.3736592,94.71734525,25.263,204.5
Waltham Forest 010,E02000904,2011,18.79432624,63.25301205,6.3,52.3821099,100.5919539,34.202,248.25
Waltham Forest 011,E02000905,2011,23.85321101,61.6938951,6.2,50.067786,95.93215646,30.591,240
Waltham Forest 012,E02000906,2011,24.03560831,62.38286479,7.6,50.8974913,94.64585303,28.644,207.5
Waltham Forest 013,E02000907,2011,27.93733681,52.77698661,9.1,44.8489698,95.05494525,24.557,219.998
Waltham Forest 014,E02000908,2011,23.67601246,65.37027833,5.7,50.4564473,93.84784254,28.067,191.25
Waltham Forest 015,E02000909,2011,21.63265306,66.53125,4.3,55.8333333,96.30392587,38.108,289
Waltham Forest 016,E02000910,2011,23.1292517,61.80048662,5.3,46.0833801,99.81017452,30.458,242.5
Waltham Forest 017,E02000911,2011,24.75570033,60.45779339,6.5,45.4102281,95.79705537,27.83,215
Waltham Forest 018,E02000912,2011,26.34730539,57.18617344,8.1,40.2143321,91.95296308,27.888,230
Waltham Forest 019,E02000913,2011,21.82539683,57.75182039,5.3,41.1555249,95.80525243,33.147,250
Waltham Forest 020,E02000914,2011,27.19546742,52.10169925,8.8,32.0747593,102.4196714,23.842,232.5
Waltham Forest 021,E02000915,2011,17.67676768,62.65042559,4.2,53.9627444,105.7575759,36.197,249.5
Waltham Forest 022,E02000916,2011,21.63934426,59.62303048,8.5,38.8929889,97.72420798,26.078,183.998
Waltham Forest 023,E02000917,2011,23.76681614,63.38507021,4.5,46.9087341,100.3374603,29.226,198
Waltham Forest 024,E02000918,2011,20.92050209,61.58072697,5.8,48.1371904,117.1314007,29.865,233
Waltham Forest 025,E02000919,2011,32,61.13315998,4.7,44.2034486,111.0268617,29.238,228
Waltham Forest 026,E02000920,2011,23.89078498,55.206906,8.2,36.3118472,104.0809576,25.236,198
Waltham Forest 027,E02000921,2011,25.19893899,54.6031746,9.5,40.0599945,105.736883,24.919,235
Waltham Forest 028,E02000922,2011,23.41137124,57.24052206,6.4,43.9608477,98.62010536,26.784,219.75
Wandsworth 001,E02000923,2011,25.6097561,73.74466689,2.3,79.3550977,109.2091525,50.458,518.5
Wandsworth 002,E02000924,2011,25.77777778,66.50213886,6.2,56.3381547,112.2477686,30.375,373.75
Wandsworth 003,E02000925,2011,25.22522523,63.75147729,7.7,60.3720693,116.9014746,29.995,391.25
Wandsworth 004,E02000926,2011,26.95652174,74.7978258,3.4,72.7954342,110.171447,42.699,442.5
Wandsworth 005,E02000927,2011,26.73267327,72.56715887,4.8,75.4050074,112.6881658,36.602,400.5
Wandsworth 006,E02000928,2011,14.63414634,76.16401322,1.6,88.933554,101.7078186,62.804,690
Wandsworth 007,E02000929,2011,26.47058824,59.04449307,9.4,45.9667445,117.5115181,24.048,225
Wandsworth 008,E02000930,2011,22.22222222,80.6180113,2.6,79.2372881,115.9511248,48.812,450
Wandsworth 009,E02000931,2011,13.95348837,82.93540354,1,87.1135237,109.4274818,66.174,515
Wandsworth 010,E02000932,2011,14.1025641,82.13638423,1.1,84.1977467,112.5686363,60.518,421.75
Wandsworth 011,E02000933,2011,19.13043478,72.87102858,1.8,83.3731921,100.6780197,55.036,415
Wandsworth 012,E02000934,2011,19.51219512,80.25429116,2.2,76.749039,124.574837,46.299,405
Wandsworth 013,E02000935,2011,24.46808511,44.04481132,11.6,64.1167883,94.07206355,22.037,222
Wandsworth 014,E02000936,2011,19.23076923,75.96097845,2.4,79.3637455,105.0758816,46.759,380
Wandsworth 015,E02000937,2011,9.848484848,77.86984291,1.6,87.1310202,104.286958,63.633,535
Wandsworth 016,E02000938,2011,21.45922747,60.6975089,6.4,71.2864027,96.11988204,32.118,357
Wandsworth 017,E02000939,2011,5.785123967,73.53463588,2.9,86.3077309,101.7341368,72.68,954
Wandsworth 018,E02000940,2011,24.22680412,70.82253886,6,62.6419911,107.798967,33.102,285
Wandsworth 019,E02000941,2011,13.98601399,74.94511171,2.3,82.5872649,108.3734934,52.035,475
Wandsworth 020,E02000942,2011,7.853403141,73.98648649,1.6,79.306777,102.5136755,58.131,560
Wandsworth 021,E02000943,2011,23.15789474,78.69351101,1.8,79.4453701,104.9638762,53.94,490
Wandsworth 022,E02000944,2011,24.21524664,63.93712301,7.3,61.4765473,99.69320497,29.893,250
Wandsworth 023,E02000945,2011,19.81132075,47.888757,6.6,65.3543307,95.79929675,24.458,230
Wandsworth 024,E02000946,2011,24.6835443,63.62388469,3.3,72.472996,102.8106481,38.08,360
Wandsworth 025,E02000947,2011,12.05673759,80.06072874,1.9,81.7867435,100.0162279,52.51,418.75
Wandsworth 026,E02000948,2011,16.42857143,80.1179444,2.4,74.5469272,101.3494296,48.389,373
Wandsworth 027,E02000949,2011,17.0212766,75.74033364,1.3,82.4069352,99.69083571,58.785,420
Wandsworth 028,E02000950,2011,20,70.23688663,4.2,73.3570863,94.308134,38.39,287.5
Wandsworth 029,E02000951,2011,17.43119266,72.54509018,2.5,71.443609,105.1438737,40.491,291
Wandsworth 030,E02000952,2011,20,72.69987947,3.2,72.4628416,100.9273823,43.605,375
Wandsworth 031,E02000953,2011,22.82608696,73.36657497,2.2,71.6967815,103.6266969,41.826,370
Wandsworth 032,E02000954,2011,20.46783626,66.68684423,4.5,52.4342822,101.3717703,36.075,344.25
Wandsworth 033,E02000955,2011,22.16748768,58.65460268,7,46.4998511,99.78932091,29.21,290
Wandsworth 034,E02000956,2011,22.22222222,57.43364273,6.8,49.0201168,100.3662431,27.174,270
Wandsworth 035,E02000957,2011,19.67213115,67.06050841,5,52.4128813,104.2895487,31.982,250
Wandsworth 036,E02000958,2011,16.39871383,63.28125,4.3,59.944384,96.34466183,35.789,315
Wandsworth 037,E02000959,2011,23.03921569,63.98431665,6.8,53.3803401,99.49244989,29.632,232.5
Westminster 001,E02000960,2011,15.68627451,62.08087787,3.5,61.2839879,114.4364454,55.252,700
Westminster 002,E02000961,2011,20.9039548,60.62183659,7.1,62.5079432,113.4981553,41.412,637.5
Westminster 003,E02000962,2011,24.32432432,56.38948334,4.1,55.2179963,127.0145221,38.549,462.5
Westminster 004,E02000963,2011,28.125,52.24667282,11.2,47.0616617,113.1857183,25.911,429.25
Westminster 005,E02000964,2011,30.25936599,57.42135121,8.9,49.9402343,118.0944795,28.594,340
Westminster 006,E02000965,2011,26.1682243,70.95488829,5.2,65.9673119,110.9099004,41.816,520
Westminster 007,E02000966,2011,21.97802198,69.59251666,2.8,70.1380305,121.0524462,55.98,650
Westminster 008,E02000967,2011,17.64705882,61.83441558,2.5,60.6530388,124.3980738,55.318,650
Westminster 009,E02000968,2011,25.795053,43.12773191,13,38.4524307,137.1090646,20.825,356.5
Westminster 010,E02000969,2011,27.74725275,49.5690307,13.8,42.6948226,152.3293994,23.726,382.5
Westminster 011,E02000970,2011,,69.53564421,1.4,73.1715463,155.2757361,66.539,745
Westminster 012,E02000971,2011,39.68253968,61.20701754,2.6,63.6179829,162.9993907,46.398,725
Westminster 013,E02000972,2011,24.59016393,63.51698931,2,67.4666987,154.3787322,43.102,670.5
Westminster 014,E02000973,2011,24.03846154,69.13992604,3.1,69.5936571,145.8043994,44.419,600
Westminster 015,E02000974,2011,22.5,55.69904548,5.2,52.2060496,147.8902307,40.174,630
Westminster 016,E02000975,2011,,67.93721973,2.2,66.2098892,149.4269804,48.906,717.5
Westminster 017,E02000976,2011,23.21428571,64.45689758,3.5,63.0102554,122.2187969,40.071,553.25
Westminster 018,E02000977,2011,,64.30292081,1.4,69.3190921,154.4277474,54.574,750
Westminster 019,E02000978,2011,,52.93658028,2.7,69.5577131,122.2039352,89.999,1750
Westminster 020,E02000979,2011,22.22222222,63.58695652,3.1,73.6295013,140.8237345,51.32,722.5
Westminster 021,E02000980,2011,28.26086957,63.63901019,4.7,67.941041,127.9597464,36.808,555
Westminster 022,E02000981,2011,25.33333333,71.3123224,2,79.1346902,129.115345,51.738,550
Westminster 023,E02000982,2011,26.23762376,61.55442068,6.6,64.2839776,135.8472854,34.92,654
Westminster 024,E02000983,2011,28.10810811,63.67139334,5.1,70.2513635,123.9118895,35.968,498.725
